id,name,region,type,difficulty,distance,time,ascent,transit,transitFriendly,themes,audience,score,highlight,summary,warning,verify,lat,lng,locationAccuracy,status,updatedAt,color,startPoint,endPoint,parking,publicTransit,toilet,supply,exitPoints,bestSeason,routeStatus,publicStatus,dataOwner,sourceType,reviewNote
FZ055,福清 龙凤古道圈越,福州周边,徒步路线,较难,9.61,5.17,1243,待补充,false,观景|环线,进阶|摄影,75,福清 龙凤古道圈越，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约9.61km，累计爬升约1243m，质量评分75。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,25.821262,119.025409,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,待补充,原路/环线返回,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,全年|避开极端天气,轨迹导入待复核,待复核,山迹导入工具,KML|轨迹导入,来源作者：酱油橘子；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ056,福州 康坂溪右支-地下河穿越,永泰县,徒步路线,较难,7.95,7.2,1178,待补充,false,观景|环线,进阶|摄影,85,福州 康坂溪右支-地下河穿越，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约7.95km，累计爬升约1178m，质量评分85。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,25.716564,118.594037,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,里洋村,里洋村,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,全年|避开极端天气,轨迹导入待复核,待复核,山迹导入工具,KML|轨迹导入,来源作者：二十五呀；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ057,福清 龙凤古驿道环线,闽侯县,徒步路线,较难,9.3,4.08,1106,待补充,false,寺庙|环线,进阶|摄影,85,福清 龙凤古驿道环线，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约9.3km，累计爬升约1106m，质量评分85。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,26.060776,119.166597,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,福建福广电器,福建福广电器,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,全年|避开极端天气,轨迹导入待复核,待复核,山迹导入工具,KML|轨迹导入,来源作者：小条条；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ058,鼓楼 福道5号口-3号口穿越,福州周边,徒步路线,较难,10.04,4.59,967,待补充,false,森林|避暑|寺庙|环线,进阶|摄影,95,鼓楼 福道5号口-3号口穿越，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约10.04km，累计爬升约967m，质量评分95。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,26.137448,119.284453,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,顺顺年检站,顺顺年检站,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,春季|夏季|秋季,轨迹导入待复核,待复核,山迹导入工具,KML|轨迹导入,来源作者：小条条；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ059,闽侯 旗山万佛寺-棋盘石-旗山顶环线,平潭县,山海徒步,中等,13.98,3.87,457,待补充,false,看海|海岸|摄影|环线,进阶|摄影,100,闽侯 旗山万佛寺-棋盘石-旗山顶环线，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约13.98km，累计爬升约457m，质量评分100。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,25.646493,119.670157,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,月举湾通天门停车点,月举湾通天门停车点,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,秋季|冬季|春季,轨迹导入待复核,待复核,山迹导入工具,两步路|轨迹导入,来源作者：旅行者99；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ060,福清 大姆山草场-旗山-崩山小圈,晋安区,古道徒步,较难,12.61,4.4,1280,待补充,false,古道|历史人文|森林|避暑|环线,进阶|摄影,85,福清 大姆山草场-旗山-崩山小圈，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约12.61km，累计爬升约1280m，质量评分85。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,26.084234,119.365472,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,福州樟林吴氏宗祠,福州樟林吴氏宗祠,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,春季|夏季|秋季,轨迹导入待复核,待复核,山迹导入工具,KML|轨迹导入,来源作者：小条条；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ061,晋安 状元岭古道-小北岭古道环线,闽侯县,古道徒步,较难,22.48,7.65,1874,待补充,false,古道|历史人文|森林|避暑|环线,进阶|摄影,85,晋安 状元岭古道-小北岭古道环线，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约22.48km，累计爬升约1874m，质量评分85。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,26.001175,119.166454,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,竹楼山庄,竹楼山庄,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,春季|夏季|秋季,轨迹导入待复核,待复核,山迹导入工具,两步路|轨迹导入,来源作者：双杖同行；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ062,永泰 万石村-天门山圈越,永泰县,古道徒步,较难,12.48,6.39,1256,待补充,false,古道|历史人文|环线,进阶|摄影,100,永泰 万石村-天门山圈越，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约12.48km，累计爬升约1256m，质量评分100。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,25.902109,119.106434,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,方广岩中桥右桥,方广岩中桥右桥,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,全年|避开极端天气,轨迹导入待复核,待复核,山迹导入工具,KML|轨迹导入,来源作者：湖山超越；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ063,永泰 东湖尖环线,福州周边,古道徒步,轻松,5.96,3.62,343,待补充,false,古道|历史人文|环线,新手进阶|半日|摄影,80,永泰 东湖尖环线，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约5.96km，累计爬升约343m，质量评分80。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,25.910091,119.13308,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,漈上,漈上,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,全年|避开极端天气,轨迹导入待复核,待复核,山迹导入工具,两步路|轨迹导入,来源作者：蓝猫；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ064,闽侯 五虎山农家乐-五灵岩寺-回头虎圈越,福州周边,古道徒步,较难,17.23,9.23,1000,待补充,false,古道|历史人文|寺庙|环线,进阶|摄影,80,闽侯 五虎山农家乐-五灵岩寺-回头虎圈越，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约17.23km，累计爬升约1000m，质量评分80。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,25.732446,119.153589,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,南少林寺停车场,南少林寺停车场,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,全年|避开极端天气,轨迹导入待复核,待复核,山迹导入工具,两步路|轨迹导入,来源作者：️云在青山；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ065,闽侯 仁宅登山道-鸾峰寺-旗山顶圈越,福州周边,徒步路线,较难,5.91,4.0,779,待补充,false,观景|环线,进阶|摄影,95,闽侯 仁宅登山道-鸾峰寺-旗山顶圈越，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约5.91km，累计爬升约779m，质量评分95。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,26.073894,119.367531,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,埠兴新苑,埠兴新苑,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,全年|避开极端天气,轨迹导入待复核,待复核,山迹导入工具,两步路|轨迹导入,来源作者：冲电宝大壮爱爬山；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ066,晋安 升山寺-湖顶山-福州国家森林公园环线,晋安区,徒步路线,较难,9.87,4.62,809,待补充,false,溪谷|避暑,进阶|摄影,100,晋安 升山寺-湖顶山-福州国家森林公园环线，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约9.87km，累计爬升约809m，质量评分100。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,26.032076,119.41008,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,鑫启顺二手车交易市场,鼓山旅游景区缆车,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,春季|夏季|秋季,轨迹导入待复核,待复核,山迹导入工具,两步路|轨迹导入,来源作者：老林努力中；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ067,平潭 大练岛环线,长乐区,徒步路线,较难,13.16,6.3,753,待补充,false,溪谷|避暑,进阶|摄影,85,平潭 大练岛环线，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约13.16km，累计爬升约753m，质量评分85。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,25.955462,119.545982,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,鹤上镇远教文化广场,闽投充电站(长乐鹤上中学站),待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,春季|夏季|秋季,轨迹导入待复核,待复核,山迹导入工具,两步路|轨迹导入,来源作者：Nio_CC；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ068,晋安 樟林古道-柳杉王公园-鼓岭古道环线,闽侯县,徒步路线,较难,15.6,7.0,1636,待补充,false,观景|环线,进阶|摄影,85,晋安 樟林古道-柳杉王公园-鼓岭古道环线，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约15.6km，累计爬升约1636m，质量评分85。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,25.93113,119.330143,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,五虎山农家乐,五虎山农家乐,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,全年|避开极端天气,轨迹导入待复核,待复核,山迹导入工具,KML|轨迹导入,来源作者：喜家乐；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ069,闽侯 水项古道-旗山森林公园长线,福清市,徒步路线,较难,11.42,6.97,1064,待补充,false,观景|环线,进阶|摄影,100,闽侯 水项古道-旗山森林公园长线，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约11.42km，累计爬升约1064m，质量评分100。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,25.821578,119.280347,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,福清镜洋天竺寺,福清镜洋天竺寺,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,全年|避开极端天气,轨迹导入待复核,待复核,山迹导入工具,KML|轨迹导入,来源作者：不知果冻；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ070,永泰 横串古道环线,罗源县,徒步路线,较难,11.2,7.37,715,待补充,false,观景|环线,进阶|摄影,100,永泰 横串古道环线，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约11.2km，累计爬升约715m，质量评分100。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,26.582793,119.522006,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,炊云寺,炊云寺,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,全年|避开极端天气,轨迹导入待复核,待复核,山迹导入工具,两步路|轨迹导入,来源作者：正好%（福州逆旅户外）；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ071,永泰 漈上-横串古村-横串古道小环线,罗源县,古道徒步,较难,14.18,6.77,1134,待补充,false,古道|历史人文|环线,进阶|摄影,85,永泰 漈上-横串古村-横串古道小环线，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约14.18km，累计爬升约1134m，质量评分85。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,26.531933,119.54059,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,福州市罗源县,福州市罗源县,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,全年|避开极端天气,轨迹导入待复核,待复核,山迹导入工具,两步路|轨迹导入,来源作者：龙山线路；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ072,福清 猛犸岩-南岭古道圈越,福州周边,古道徒步,较难,7.64,3.52,1009,待补充,false,古道|历史人文|溪谷|避暑|环线,进阶|摄影,95,福清 猛犸岩-南岭古道圈越，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约7.64km，累计爬升约1009m，质量评分95。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,26.093186,119.368858,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,鳝溪风景区,鳝溪风景区,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,春季|夏季|秋季,轨迹导入待复核,待复核,山迹导入工具,KML|轨迹导入,来源作者：💥遇见陌生🎇；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ073,晋安 白云洞-积翠庵圈越,福州周边,古道徒步,较难,8.54,4.5,804,待补充,false,古道|历史人文|环线,进阶|摄影,80,晋安 白云洞-积翠庵圈越，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约8.54km，累计爬升约804m，质量评分80。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,26.125405,119.345667,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,云谷街区,云谷街区,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,全年|避开极端天气,轨迹导入待复核,待复核,山迹导入工具,KML|轨迹导入,来源作者：小条条；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ074,晋安 磨溪-绝顶峰-鼓山穿越,福州周边,徒步路线,较难,7.25,3.52,748,待补充,false,观景|环线,进阶|摄影,80,晋安 磨溪-绝顶峰-鼓山穿越，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约7.25km，累计爬升约748m，质量评分80。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,26.009387,119.446749,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,阳光学院(北门),阳光学院(北门),待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,全年|避开极端天气,轨迹导入待复核,待复核,山迹导入工具,KML|轨迹导入,来源作者：小条条；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ075,晋安 白云洞-鼓山穿越线,福州周边,古道徒步,较难,8.94,6.15,857,待补充,false,古道|历史人文|溪谷|避暑|环线,进阶|摄影,95,晋安 白云洞-鼓山穿越线，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约8.94km，累计爬升约857m，质量评分95。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,26.084041,119.366741,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,左海云山宸院(建设中),樟林新苑,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,春季|夏季|秋季,轨迹导入待复核,待复核,山迹导入工具,两步路|轨迹导入,来源作者：xwlkin；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ076,长乐 龙潭晓瀑-六平山穿越,福州周边,古道徒步,较难,12.22,3.96,867,待补充,false,古道|历史人文|环线,进阶|摄影,80,长乐 龙潭晓瀑-六平山穿越，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约12.22km，累计爬升约867m，质量评分80。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,25.742419,119.494594,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,福清市水系联排联调中心梨洞水库管理站,福清市水系联排联调中心梨洞水库管理站,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,全年|避开极端天气,轨迹导入待复核,待复核,山迹导入工具,两步路|轨迹导入,来源作者：麦芒_LBL8254007；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ077,闽侯 五虎山五虎圈越,连江县,徒步路线,轻松,6.81,2.25,239,待补充,false,观景|环线,新手|半日,100,闽侯 五虎山五虎圈越，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约6.81km，累计爬升约239m，质量评分100。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,26.216085,119.566307,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,王庄村礼堂,王庄村礼堂,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,全年|避开极端天气,轨迹导入待复核,待复核,山迹导入工具,两步路|轨迹导入,来源作者：如意自在；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
FZ078,福清 大化山圈越,永泰县,徒步路线,中等,6.84,3.5,491,待补充,false,溪谷|避暑|环线,新手进阶|半日|摄影,100,福清 大化山圈越，由轨迹文件自动导入，适合作为候选路线复核。,轨迹距离约6.84km，累计爬升约491m，质量评分100。正式发布前需人工复核。,该路线由外部轨迹导入，开放状态、路况、风险点、交通和补给尚未复核。,起点、终点、停车、公交、厕所、补给、下撤点、轨迹授权和实地路况,26.090298,118.92077,轨迹起点坐标，待复核,轨迹导入待复核,2026-06-20,#6f9f7b,举口,举口,待补充,待补充,待补充,建议自备饮水和路餐，补给待复核,待补充,春季|夏季|秋季,轨迹导入待复核,待复核,山迹导入工具,两步路|轨迹导入,来源作者：如意自在；来源授权：待确认；需人工复核起终点、停车、开放状态和风险点。
